chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr2	207710757	207712409	207711583	CCNYL1	ENSG00000163249.13	protein_coding	+	44
chr2	207836538	207837133	207836835	ENSG00000225111	ENSG00000225111.3	lncRNA	-	-33098
chr2	207869698	207870623	207870160	ENSG00000225111	ENSG00000225111.3	lncRNA	-	227
chr2	207993055	207993806	207993430	RNU6-360P	ENSG00000212246.1	snRNA	-	-26310
chr2	209771377	209772628	209772002	UNC80	ENSG00000144406.19	protein_coding	+	171
chr2	209934046	209934810	209934428	RPE	ENSG00000197713.15	protein_coding	+	-68136
chr2	212548425	212548805	212548615	ERBB4	ENSG00000178568.16	protein_coding	-	9775
chr2	214410909	214411478	214411193	VWC2L	ENSG00000174453.10	protein_coding	+	140
chr2	215460599	215461392	215460995	ENSG00000225166	ENSG00000225166.2	lncRNA	+	7308
chr2	216195499	216196138	216195818	ENSG00000279348	ENSG00000279348.1	TEC	+	-15585
chr2	216371316	216372837	216372076	MARCHF4	ENSG00000144583.5	protein_coding	-	-406
chr2	216694060	216694818	216694439	DIRC3-AS1	ENSG00000233143.4	lncRNA	+	36
chr2	217360652	217361832	217361242	ENSG00000278004	ENSG00000278004.1	misc_RNA	+	77873
chr2	218269498	218271252	218270375	AAMP	ENSG00000127837.10	protein_coding	-	198
chr2	218648289	218649359	218648824	BCS1L	ENSG00000074582.15	protein_coding	+	-9939
chr2	218962820	218963609	218963214	CDK5R2-AS1	ENSG00000235024.1	lncRNA	-	1312
chr2	219073396	219073982	219073689	ENSG00000286606	ENSG00000286606.1	lncRNA	+	8382
chr2	219459417	219460073	219459745	SPEG	ENSG00000072195.15	protein_coding	+	24903
chr2	220003630	220004041	220003835	ENSG00000225911	ENSG00000225911.1	processed_pseudogene	-	-45436
chr2	220906052	220906800	220906426	ENSG00000286272	ENSG00000286272.1	lncRNA	-	52971
chr2	223488578	223489234	223488906	ENSG00000231189	ENSG00000231189.1	lncRNA	+	-9866
chr2	223612662	223613848	223613255	SCG2	ENSG00000171951.5	protein_coding	-	10895
chr2	224886112	224886721	224886416	MIR4439	ENSG00000263828.1	miRNA	-	-124123
chr2	225894307	225895090	225894698	ENSG00000230621	ENSG00000230621.1	processed_pseudogene	-	-98498
chr2	226478279	226478984	226478631	MIR5702	ENSG00000263363.1	miRNA	-	-180161
chr2	226732781	226733873	226733327	IRS1	ENSG00000169047.6	protein_coding	-	-66492
chr2	226795531	226795929	226795730	IRS1	ENSG00000169047.6	protein_coding	-	-4089
chr2	226796796	226797207	226797001	IRS1	ENSG00000169047.6	protein_coding	-	-2818
chr2	229133179	229133518	229133348	RN7SKP283	ENSG00000253006.1	misc_RNA	-	-103260
chr2	229921088	229923123	229922105	FBXO36	ENSG00000153832.12	protein_coding	+	-196
chr2	232568126	232568564	232568345	EIF4E2	ENSG00000135930.15	protein_coding	+	17687
chr2	236972626	236973258	236972942	RNU6-1051P	ENSG00000202341.1	snRNA	-	-42362
chr2	240568592	240569163	240568877	ANKMY1	ENSG00000144504.16	protein_coding	-	-331
chr20	327015	327654	327334	SOX12	ENSG00000177732.9	protein_coding	+	1783
chr20	2751787	2752572	2752179	RPL19P1	ENSG00000226217.1	processed_pseudogene	+	-28434
chr20	3785285	3786536	3785910	CENPB	ENSG00000125817.8	protein_coding	-	-829
chr20	4512864	4514111	4513487	ENSG00000238282	ENSG00000238282.1	lncRNA	+	37850
chr20	8331783	8332422	8332102	PLCB1-IT1	ENSG00000225479.1	lncRNA	+	83399
chr20	8360899	8362132	8361515	PLCB1-IT1	ENSG00000225479.1	lncRNA	+	112812
chr20	10092938	10093634	10093286	Metazoa_SRP	ENSG00000276525.1	misc_RNA	+	67370
chr20	10504887	10505814	10505350	SLX4IP	ENSG00000149346.15	protein_coding	+	70046
chr20	10673237	10673834	10673535	JAG1	ENSG00000101384.12	protein_coding	-	-463
chr20	11917630	11918934	11918282	BTBD3-AS1	ENSG00000236526.1	lncRNA	-	-394
chr20	12383644	12384400	12384022	PA2G4P2	ENSG00000235698.1	processed_pseudogene	+	3967
chr20	14142854	14143710	14143282	AIMP1P1	ENSG00000234187.1	processed_pseudogene	+	15883
chr20	14336774	14337949	14337361	FLRT3	ENSG00000125848.10	protein_coding	-	-252
chr20	16243386	16244022	16243704	ENSG00000287410	ENSG00000287410.1	lncRNA	-	-15898
chr20	17681811	17682963	17682387	RRBP1	ENSG00000125844.17	protein_coding	-	93
chr20	17863818	17864184	17864001	ENSG00000233625	ENSG00000233625.1	lncRNA	-	-24158
chr20	18904658	18905070	18904864	SCP2D1-AS1	ENSG00000149443.7	lncRNA	-	74712
chr20	19974415	19975820	19975117	NAA20	ENSG00000173418.12	protein_coding	+	-42192
chr20	20410534	20411248	20410891	INSM1	ENSG00000173404.5	protein_coding	+	42788
chr20	21615400	21615922	21615661	ENSG00000278410	ENSG00000278410.1	misc_RNA	+	684
chr20	24100404	24101036	24100720	LINC01721	ENSG00000230133.2	lncRNA	+	37466
chr20	32582823	32585609	32584216	NOL4L	ENSG00000197183.15	protein_coding	-	-1116
chr20	34997123	34997948	34997535	MIR499B	ENSG00000283441.1	miRNA	-	7064
chr20	35741502	35741847	35741674	RBM39	ENSG00000131051.24	protein_coding	-	-637
chr20	35771647	35772510	35772078	PHF20	ENSG00000025293.17	protein_coding	+	105
chr20	36462507	36463086	36462796	MYL9	ENSG00000101335.10	protein_coding	+	-78700
chr20	36815180	36816415	36815797	DSN1	ENSG00000149636.16	protein_coding	-	41980
chr20	36863397	36864323	36863860	SOGA1	ENSG00000149639.15	protein_coding	-	323
chr20	40286853	40287652	40287252	ENSG00000223410	ENSG00000223410.1	lncRNA	+	166212
chr20	40688183	40690358	40689270	MAFB	ENSG00000204103.4	protein_coding	-	35
chr20	41201903	41203119	41202511	ENSG00000272407	ENSG00000272407.1	transcribed_processed_pseudogene	-	5574
chr20	41248374	41249114	41248744	RN7SL615P	ENSG00000263989.2	misc_RNA	-	-41832
chr20	41617969	41619216	41618592	CHD6	ENSG00000124177.16	protein_coding	-	209
chr20	41643373	41643952	41643662	CHD6	ENSG00000124177.16	protein_coding	-	25279
chr20	43187709	43188267	43187988	PTPRT	ENSG00000196090.14	protein_coding	-	-1981
chr20	43532802	43533414	43533108	ENSG00000277611	ENSG00000277611.1	protein_coding	+	-7062
chr20	44279184	44280052	44279618	FITM2	ENSG00000197296.6	protein_coding	-	-31583
chr20	44738848	44739210	44739029	KCNK15	ENSG00000124249.7	protein_coding	+	-6835
chr20	47356583	47357027	47356805	ZMYND8	ENSG00000101040.20	protein_coding	-	-83
chr20	50929322	50929786	50929554	ADNP-AS1	ENSG00000259456.4	lncRNA	+	-1429
chr20	52493200	52493930	52493565	ENSG00000232465	ENSG00000232465.1	lncRNA	-	-7025
chr20	52801221	52801994	52801607	ENSG00000286250	ENSG00000286250.1	lncRNA	-	-42167
chr20	52804357	52805398	52804877	ENSG00000286250	ENSG00000286250.1	lncRNA	-	-38897
chr20	52936504	52937294	52936899	TSHZ2	ENSG00000182463.17	protein_coding	+	-35458
chr20	52974184	52974840	52974512	TSHZ2	ENSG00000182463.17	protein_coding	+	2155
chr20	53021967	53022478	53022222	TSHZ2	ENSG00000182463.17	protein_coding	+	49865
chr20	53141414	53142040	53141727	ENSG00000286865	ENSG00000286865.1	lncRNA	-	559
chr20	57560434	57561415	57560924	PCK1	ENSG00000124253.11	protein_coding	+	-155
chr20	58555030	58555503	58555266	ENSG00000254620	ENSG00000254620.1	lncRNA	+	-39150
chr20	62219694	62221433	62220563	HRH3	ENSG00000101180.17	protein_coding	-	286
chr21	15080511	15081145	15080828	LINC02920	ENSG00000236471.1	lncRNA	+	13759
chr21	15221788	15222472	15222130	ENSG00000288555	ENSG00000288555.1	lncRNA	-	-2263
chr21	15406598	15407589	15407093	ENSG00000280082	ENSG00000280082.1	TEC	+	60442
chr21	15986154	15986700	15986427	RNU6-426P	ENSG00000252273.1	snRNA	-	-49081
chr21	16193894	16195249	16194571	RPS26P5	ENSG00000224602.1	processed_pseudogene	-	72928
chr21	16279524	16281097	16280310	SNORD74B	ENSG00000201025.1	snoRNA	-	-4457
chr21	16597571	16598284	16597927	MIR125B2	ENSG00000207863.1	miRNA	+	7691
chr21	17269793	17270616	17270204	ENSG00000278181	ENSG00000278181.1	processed_pseudogene	+	-26014
chr21	21631925	21632416	21632170	ENSG00000237527	ENSG00000237527.1	lncRNA	-	-54158
chr21	25790036	25791133	25790584	LLPHP2	ENSG00000235514.1	processed_pseudogene	-	27252
chr21	25895717	25896296	25896006	ENSG00000233783	ENSG00000233783.8	lncRNA	+	-32747
chr21	26127799	26128380	26128089	ENSG00000224541	ENSG00000224541.1	lncRNA	+	-30001
chr21	28473812	28474238	28474025	LINC00161	ENSG00000226935.6	lncRNA	+	-65292
chr21	31558481	31559702	31559091	TIAM1-AS1	ENSG00000237594.2	lncRNA	+	-153
chr21	32778297	32778661	32778479	C21orf62-AS1	ENSG00000205930.11	lncRNA	+	6380
chr21	33047249	33047697	33047473	LINC00945	ENSG00000232539.1	lncRNA	+	-10355
chr21	34526534	34527362	34526948	KCNE1	ENSG00000180509.13	protein_coding	-	14735
chr21	34807488	34808570	34808029	ENSG00000286153	ENSG00000286153.2	lncRNA	+	-28256
chr21	35075481	35076082	35075781	ENSG00000234703	ENSG00000234703.1	lncRNA	+	-60856
chr21	35256361	35257212	35256786	ENSG00000234703	ENSG00000234703.1	lncRNA	+	120149
chr21	36835383	36835855	36835619	RNA5SP491	ENSG00000199806.1	rRNA_pseudogene	+	-16291
chr21	37435000	37436003	37435501	ENSG00000287637	ENSG00000287637.1	lncRNA	-	68644
chr21	37513044	37513801	37513422	ENSG00000286717	ENSG00000286717.1	lncRNA	+	-80554
chr21	39660578	39660931	39660754	ENSG00000225330	ENSG00000225330.1	lncRNA	+	30484
chr21	43644603	43645045	43644824	HSF2BP	ENSG00000160207.9	protein_coding	-	-14663
chr22	17120347	17120727	17120537	TMEM121B	ENSG00000183307.4	protein_coding	-	-829
chr22	20429207	20429700	20429453	SCARF2	ENSG00000244486.9	protein_coding	-	-8372
chr22	21567497	21568563	21568030	Metazoa_SRP	ENSG00000275293.1	misc_RNA	+	12893
chr22	23124528	23125183	23124855	Metazoa_SRP	ENSG00000283438.1	misc_RNA	-	-8149
chr22	29480560	29481444	29481002	ENSG00000282816	ENSG00000282816.1	lncRNA	-	-110
chr22	30305428	30306329	30305878	ENSG00000248751	ENSG00000248751.6	protein_coding	-	6397
chr22	30803545	30804101	30803823	MIR3200	ENSG00000264661.3	miRNA	+	72267
chr22	30968506	30970048	30969277	TUG1	ENSG00000253352.10	protein_coding	+	33
chr22	31080731	31081620	31081175	ENSG00000273387	ENSG00000273387.1	lncRNA	-	-2389
chr22	31447360	31447726	31447543	ENSG00000240591	ENSG00000240591.2	lncRNA	+	-5337
chr22	31681838	31682501	31682169	PISD	ENSG00000241878.12	protein_coding	-	19949
chr22	35836290	35836685	35836487	NDUFA9P1	ENSG00000237406.1	processed_pseudogene	-	-61916
chr22	35840135	35840811	35840473	NDUFA9P1	ENSG00000237406.1	processed_pseudogene	-	-57930
chr22	37563164	37563678	37563421	CDC42EP1	ENSG00000128283.7	protein_coding	+	2942
chr22	38181582	38182226	38181904	MAFF	ENSG00000185022.12	protein_coding	+	-18862
chr22	38485855	38486226	38486040	KDELR3	ENSG00000100196.11	protein_coding	+	17963
chr22	38699746	38700176	38699961	JOSD1	ENSG00000100221.11	protein_coding	-	-1594
chr22	38870255	38870601	38870428	CBX6	ENSG00000183741.12	protein_coding	-	-1820
chr22	40044008	40045152	40044580	TNRC6B-DT	ENSG00000261202.2	lncRNA	-	16
chr22	40177479	40178128	40177803	RPL7P52	ENSG00000228599.1	processed_pseudogene	-	70738
chr22	40512414	40512883	40512648	MRTFA-AS1	ENSG00000232564.3	lncRNA	+	-9151
chr22	41696738	41697743	41697240	MEI1	ENSG00000167077.13	protein_coding	+	-2262
chr3	1092413	1094087	1093250	CNTN6	ENSG00000134115.13	protein_coding	+	593
chr3	3015456	3015845	3015650	DNAJC19P4	ENSG00000225310.1	processed_pseudogene	-	30076
chr3	4750252	4750755	4750503	ENSG00000275981	ENSG00000275981.1	misc_RNA	+	171
chr3	4980262	4980670	4980466	BHLHE40-AS1	ENSG00000235831.8	lncRNA	-	53
chr3	5058374	5058992	5058683	RNF10P1	ENSG00000230182.1	processed_pseudogene	-	-10360
chr3	5426151	5426898	5426524	ENSG00000230944	ENSG00000230944.1	lncRNA	-	169764
chr3	9226394	9226745	9226569	SRGAP3-AS3	ENSG00000227929.4	lncRNA	+	9675
chr3	9396164	9397974	9397069	SETD5	ENSG00000168137.20	protein_coding	+	-545
chr3	9399751	9400126	9399938	THUMPD3-AS1	ENSG00000206573.11	lncRNA	-	1360
chr3	9433304	9434526	9433915	THUMPD3-AS1	ENSG00000206573.11	lncRNA	-	35337
chr3	9552180	9552792	9552486	LHFPL4	ENSG00000156959.9	protein_coding	-	-1335
chr3	12351126	12351605	12351365	PFDN1P1	ENSG00000225026.1	processed_pseudogene	+	23363
chr3	15319463	15320015	15319739	RNU6-454P	ENSG00000201162.1	snRNA	+	-20009
chr3	15797108	15798352	15797730	RN7SL4P	ENSG00000263740.2	misc_RNA	+	59216
chr3	17339090	17339642	17339366	RBISP6	ENSG00000231780.1	processed_pseudogene	+	6241
chr3	17644844	17645623	17645233	RNU7-10P	ENSG00000271841.1	snRNA	+	-19729
chr3	18423378	18423707	18423542	ENSG00000272477	ENSG00000272477.1	lncRNA	-	13908
chr3	33644515	33645054	33644784	CLASP2	ENSG00000163539.18	protein_coding	-	-73571
chr3	33645097	33645883	33645490	CLASP2	ENSG00000163539.18	protein_coding	-	-72865
chr3	33658594	33659899	33659246	CLASP2	ENSG00000163539.18	protein_coding	-	-59109
chr3	37324729	37325390	37325059	RNA5SP129	ENSG00000222208.1	rRNA_pseudogene	+	-16589
chr3	37680229	37681170	37680699	RPL21P135	ENSG00000235482.1	processed_pseudogene	+	-67410
chr3	37892839	37893383	37893111	ENSG00000290076	ENSG00000290076.1	lncRNA	+	30677
chr3	42148908	42149525	42149216	TPMTP2	ENSG00000234562.1	processed_pseudogene	-	2846
chr3	44065210	44065746	44065478	RNU6-367P	ENSG00000252980.1	snRNA	+	-5608
chr3	45488590	45488935	45488762	LARS2-AS1	ENSG00000232455.2	lncRNA	-	-20782
chr3	46883138	46883734	46883436	MYL3	ENSG00000160808.12	protein_coding	-	1259
chr3	47910607	47911247	47910927	Y_RNA	ENSG00000199591.1	misc_RNA	-	-20986
chr3	48661475	48662035	48661755	CELSR3	ENSG00000008300.17	protein_coding	-	-1130
chr3	48694488	48695685	48695086	NCKIPSD	ENSG00000213672.8	protein_coding	-	8723
chr3	49173345	49173835	49173590	KLHDC8B	ENSG00000185909.15	protein_coding	+	1993
chr3	49534110	49534852	49534481	BSN-DT	ENSG00000226913.2	lncRNA	-	-19884
chr3	49661092	49661939	49661515	APEH	ENSG00000164062.13	protein_coding	+	-12498
chr3	49785780	49787333	49786556	IP6K1	ENSG00000176095.12	protein_coding	-	15
chr3	49998347	49998786	49998566	RBM6	ENSG00000004534.15	protein_coding	+	58560
chr3	50154395	50155615	50155005	SEMA3F	ENSG00000001617.12	protein_coding	+	-39
chr3	50235647	50236538	50236092	ENSG00000213600	ENSG00000213600.3	lncRNA	+	-3525
chr3	50269936	50270241	50270088	SEMA3B-AS1	ENSG00000232352.3	lncRNA	-	2525
chr3	50274264	50274575	50274419	MIR6872	ENSG00000283848.1	miRNA	+	1184
chr3	50358402	50360008	50359205	TMEM115	ENSG00000126062.4	protein_coding	-	-315
chr3	50648936	50649990	50649463	ENSG00000289504	ENSG00000289504.1	lncRNA	+	-1815
chr3	51390696	51392380	51391538	RBM15B	ENSG00000259956.2	protein_coding	+	254
chr3	53482207	53482594	53482400	RPS25P4	ENSG00000227224.1	processed_pseudogene	-	7312
chr3	53495020	53496227	53495623	RPS25P4	ENSG00000227224.1	processed_pseudogene	-	20535
chr3	53795895	53796604	53796249	ENSG00000271916	ENSG00000271916.1	lncRNA	-	-1769
chr3	54356180	54356872	54356526	ENSG00000286353	ENSG00000286353.1	lncRNA	-	231150
chr3	54870348	54870954	54870651	CACNA2D3-AS1	ENSG00000243715.1	lncRNA	-	-30603
chr3	55162036	55162506	55162271	ENSG00000239991	ENSG00000239991.1	lncRNA	-	-13460
chr3	57889747	57890274	57890010	PPIAP16	ENSG00000213509.4	processed_pseudogene	+	-51807
chr3	60579763	60580165	60579964	MTERF1P1	ENSG00000240097.1	processed_pseudogene	+	-36857
chr3	60841161	60841849	60841505	U3	ENSG00000212211.2	snoRNA	-	-15099
chr3	62392668	62393264	62392966	FEZF2	ENSG00000153266.13	protein_coding	-	18643
chr3	64186981	64187523	64187252	PRICKLE2-AS3	ENSG00000226017.2	lncRNA	+	-291
chr3	64345352	64345775	64345563	PRICKLE2-DT	ENSG00000244564.2	lncRNA	+	-99667
chr3	64684689	64686926	64685807	ADAMTS9-AS2	ENSG00000241684.8	lncRNA	+	899
chr3	64908133	64908839	64908486	ADAMTS9	ENSG00000163638.13	protein_coding	-	220487
chr3	66428573	66429315	66428944	LRIG1	ENSG00000144749.14	protein_coding	-	-72318
chr3	68912284	68912754	68912519	RNA5SP135	ENSG00000252828.1	rRNA_pseudogene	+	29553
chr3	69738823	69740103	69739463	MITF	ENSG00000187098.18	protein_coding	+	8
chr3	71542429	71543020	71542724	MIR1284	ENSG00000221264.1	miRNA	-	636
chr3	71753632	71754627	71754129	ENSG00000285708	ENSG00000285708.1	protein_coding	-	-99
chr3	72836862	72837349	72837105	SHQ1	ENSG00000144736.14	protein_coding	-	-24808
chr3	72907778	72908585	72908181	Metazoa_SRP	ENSG00000276890.1	misc_RNA	-	-19055
chr3	73523586	73524660	73524123	RNU7-119P	ENSG00000239119.1	snRNA	-	-69878
chr3	73667857	73668968	73668412	PRDX5P1	ENSG00000242364.1	processed_pseudogene	-	19606
chr3	74004212	74004882	74004547	LINC02047	ENSG00000239454.1	lncRNA	+	4743
chr3	78497681	78498257	78497969	MRPS17P3	ENSG00000239226.1	processed_pseudogene	+	-27131
chr3	78753862	78754707	78754284	RPS12P6	ENSG00000240752.1	processed_pseudogene	+	-4689
chr3	79017815	79018309	79018062	RN7SL751P	ENSG00000240964.3	misc_RNA	-	79771
chr3	79018303	79019906	79019104	RN7SL751P	ENSG00000240964.3	misc_RNA	-	80813
chr3	81518967	81519521	81519244	RNU2-28P	ENSG00000222389.1	snRNA	+	9769
chr3	81716715	81717638	81717176	GBE1	ENSG00000114480.13	protein_coding	-	-44468
chr3	81723589	81724265	81723927	GBE1	ENSG00000114480.13	protein_coding	-	-37717
chr3	86990305	86991850	86991077	VGLL3	ENSG00000206538.9	protein_coding	-	-71
chr3	97871755	97873115	97872435	ENSG00000279658	ENSG00000279658.1	lncRNA	-	-2255
chr3	98021800	98022235	98022017	GABRR3	ENSG00000183185.10	protein_coding	-	-13297
chr3	98906262	98906616	98906439	RNU6-1263P	ENSG00000207331.1	snRNA	+	-2019
chr3	99108357	99109073	99108715	ACTG1P13	ENSG00000241305.1	processed_pseudogene	-	-107550
chr3	99920362	99920889	99920625	MIR3921	ENSG00000264897.1	miRNA	-	-43772
chr3	100032154	100032683	100032418	MIR3921	ENSG00000264897.1	miRNA	-	68021
chr3	100045722	100046074	100045898	FILIP1L	ENSG00000168386.19	protein_coding	-	-68614
chr3	100113702	100114114	100113908	FILIP1L	ENSG00000168386.19	protein_coding	-	-604
chr3	105868236	105869799	105869017	ENSG00000288848	ENSG00000288848.2	lncRNA	+	-162
chr3	106004066	106004775	106004420	CBLB	ENSG00000114423.23	protein_coding	-	134869
chr3	106965105	106965763	106965434	RNU6-1308P	ENSG00000252626.1	snRNA	+	-42133
chr3	107118008	107118591	107118299	PTPN11P1	ENSG00000239455.1	processed_pseudogene	-	11300
chr3	107522545	107524409	107523477	BBX	ENSG00000114439.19	protein_coding	+	542
chr3	107524481	107525483	107524982	BBX	ENSG00000114439.19	protein_coding	+	2047
chr3	107598864	107599846	107599355	BBX	ENSG00000114439.19	protein_coding	+	76420
chr3	107674341	107674947	107674644	BBX	ENSG00000114439.19	protein_coding	+	151709
chr3	107956672	107957885	107957278	LINC00635	ENSG00000241469.9	lncRNA	-	75029
chr3	107986945	107987924	107987434	ENSG00000279277	ENSG00000279277.2	lncRNA	-	-52481
chr3	108005961	108006753	108006357	ENSG00000279277	ENSG00000279277.2	lncRNA	-	-33558
chr3	111674055	111675342	111674698	PLCXD2	ENSG00000240891.8	protein_coding	+	23
chr3	111884286	111884982	111884634	ENSG00000286492	ENSG00000286492.1	lncRNA	-	23905
chr3	111998524	112000054	111999289	TAGLN3	ENSG00000144834.14	protein_coding	+	551
chr3	113695760	113697122	113696441	USF3	ENSG00000176542.10	protein_coding	-	-204
chr3	114121942	114122981	114122461	H2BP3	ENSG00000240912.1	processed_pseudogene	-	18834
chr3	114362679	114363422	114363050	ZBTB20-AS1	ENSG00000241560.7	lncRNA	+	11280
chr3	114418535	114419651	114419093	ZBTB20-AS5	ENSG00000242290.2	lncRNA	+	-26427
chr3	114451421	114452108	114451764	ZBTB20-AS5	ENSG00000242290.2	lncRNA	+	6244
chr3	114453898	114455463	114454680	ZBTB20-AS5	ENSG00000242290.2	lncRNA	+	9160
chr3	114462593	114463193	114462893	ZBTB20-AS5	ENSG00000242290.2	lncRNA	+	17373
chr3	114557814	114558157	114557985	ZBTB20-AS5	ENSG00000242290.2	lncRNA	+	112465
chr3	114758644	114759914	114759279	MIR4796	ENSG00000264623.3	miRNA	-	15755
chr3	114878407	114878861	114878634	ZBTB20-AS3	ENSG00000239946.1	lncRNA	+	5521
chr3	114879086	114879873	114879479	ZBTB20-AS3	ENSG00000239946.1	lncRNA	+	6366
chr3	115092158	115092831	115092494	ZBTB20-AS4	ENSG00000242767.1	lncRNA	+	-7928
chr3	115099153	115100747	115099950	ZBTB20-AS4	ENSG00000242767.1	lncRNA	+	-472
chr3	115217429	115218552	115217990	EIF4E2P2	ENSG00000244157.1	processed_pseudogene	+	-61134
chr3	115239545	115240271	115239908	EIF4E2P2	ENSG00000244157.1	processed_pseudogene	+	-39216
chr3	116815336	116816530	116815933	MIR4447	ENSG00000265433.1	miRNA	-	-34433
chr3	116929004	116930214	116929609	LINC00901	ENSG00000242385.1	lncRNA	+	8179
chr3	116971436	116972505	116971970	RNU5E-8P	ENSG00000200372.1	snRNA	-	6744
chr3	117074241	117074642	117074441	PTMAP8	ENSG00000243014.1	processed_pseudogene	+	47744
chr3	117355548	117355967	117355757	RNU6-1200P	ENSG00000206889.1	snRNA	+	-188447
chr3	117562006	117562394	117562200	RNU6-1200P	ENSG00000206889.1	snRNA	+	17996
chr3	117820351	117821615	117820983	ENSG00000242816	ENSG00000242816.2	lncRNA	+	101125
chr3	117874160	117874797	117874478	LINC03051	ENSG00000239268.5	lncRNA	-	-123113
chr3	118628555	118629228	118628891	ENSG00000286660	ENSG00000286660.1	lncRNA	+	140016
chr3	118991785	118992169	118991977	IGSF11-AS1	ENSG00000239877.3	lncRNA	+	48905
chr3	120526332	120526869	120526600	RPL34P9	ENSG00000244441.1	processed_pseudogene	+	13751
chr3	123448540	123450305	123449422	ADCY5	ENSG00000173175.16	protein_coding	-	333
chr3	128170828	128171344	128171086	RUVBL1	ENSG00000175792.12	protein_coding	-	17173
chr3	135706762	135707484	135707123	SDHBP1	ENSG00000242222.1	processed_pseudogene	+	-218767
chr3	135771681	135772129	135771905	SDHBP1	ENSG00000242222.1	processed_pseudogene	+	-153985
chr3	138945630	138947912	138946771	FOXL2	ENSG00000183770.7	protein_coding	-	-365
chr3	139121487	139122081	139121784	BPESC1	ENSG00000232416.3	lncRNA	+	17600
chr3	139292908	139293466	139293187	ENSG00000286988	ENSG00000286988.1	lncRNA	-	-47682
chr3	139718434	139718794	139718614	ENSG00000250543	ENSG00000250543.1	lncRNA	-	29273
chr3	140420457	140421305	140420881	ENSG00000249290	ENSG00000249290.5	lncRNA	-	-39469
chr3	141050979	141052421	141051700	SPSB4	ENSG00000175093.5	protein_coding	+	354
chr3	142027694	142028121	142027907	RPL19P6	ENSG00000233597.3	processed_pseudogene	-	-16290
chr3	143118954	143121317	143120135	CHST2	ENSG00000175040.6	protein_coding	+	365
chr3	143847674	143848760	143848217	SLC9A9	ENSG00000181804.15	protein_coding	-	-267
chr3	144031924	144032326	144032125	DIPK2A	ENSG00000181744.9	protein_coding	+	60303
chr3	148075863	148076550	148076206	LINC02032	ENSG00000241131.2	lncRNA	+	-225
chr3	149969223	149969555	149969389	ANKUB1	ENSG00000206199.11	protein_coding	-	1005
chr3	150410629	150411140	150410884	TSC22D2	ENSG00000196428.13	protein_coding	+	2587
chr3	151328339	151329097	151328718	P2RY13	ENSG00000181631.7	protein_coding	-	-830
chr3	151434119	151434567	151434343	IGSF10	ENSG00000152580.9	protein_coding	-	-26717
chr3	151448822	151449321	151449071	IGSF10	ENSG00000152580.9	protein_coding	-	-11989
chr3	152834462	152836172	152835317	P2RY1	ENSG00000169860.7	protein_coding	+	187
chr3	153138572	153139199	153138885	KIAA1328P1	ENSG00000241671.1	processed_pseudogene	-	9246
chr3	157107555	157108282	157107918	LINC00881	ENSG00000241135.8	lncRNA	+	18285
chr3	157201628	157202044	157201836	ENSG00000243176	ENSG00000243176.8	lncRNA	+	27636
chr3	157611542	157612048	157611795	ENSG00000286892	ENSG00000286892.1	lncRNA	-	24301
chr3	158097611	158098512	158098061	RSRC1	ENSG00000174891.14	protein_coding	+	-7793
chr3	159191347	159191965	159191656	MIR3919	ENSG00000263634.1	miRNA	+	-90989
chr3	159764852	159765702	159765277	IQCJ-SCHIP1-AS1	ENSG00000241211.1	lncRNA	-	-3334
chr3	160224958	160226407	160225682	C3orf80	ENSG00000180044.6	protein_coding	+	261
chr3	171811522	171811946	171811734	PLD1	ENSG00000075651.17	protein_coding	-	785
chr3	171967077	171967803	171967440	ENSG00000287899	ENSG00000287899.1	lncRNA	+	25834
chr3	172892166	172892679	172892422	MMACHCP1	ENSG00000237501.1	processed_pseudogene	-	61194
chr3	172966402	172966777	172966589	MMACHCP1	ENSG00000237501.1	processed_pseudogene	-	135361
chr3	172982705	172983294	172982999	MMACHCP1	ENSG00000237501.1	processed_pseudogene	-	151771
chr3	178084838	178085942	178085390	RNU6-1120P	ENSG00000199858.1	snRNA	-	77612
chr3	184241005	184242481	184241743	MIR1224	ENSG00000221120.1	miRNA	+	339
chr3	186103945	186104382	186104163	ETV5	ENSG00000244405.8	protein_coding	-	-6154
chr3	187745243	187745988	187745615	BCL6	ENSG00000113916.18	protein_coding	-	-109
chr3	188420889	188421816	188421352	ENSG00000288794	ENSG00000288794.1	lncRNA	+	120898
chr3	189355158	189356391	189355774	TPRG1-AS2	ENSG00000230115.1	lncRNA	-	115181
chr3	189458406	189459121	189458763	TP63	ENSG00000073282.14	protein_coding	+	-172625
chr3	192407935	192410532	192409233	FGF12-AS2	ENSG00000230126.1	lncRNA	+	-105788
chr3	193805421	193805970	193805695	ENSG00000286624	ENSG00000286624.1	lncRNA	-	33272
chr3	194136926	194137944	194137435	HES1	ENSG00000114315.4	protein_coding	+	1288
chr3	194265381	194265934	194265657	LINC02048	ENSG00000228271.2	lncRNA	+	-11024
chr3	194687650	194688200	194687925	FAM43A	ENSG00000185112.6	protein_coding	+	2043
chr4	1211902	1212366	1212134	CTBP1-AS	ENSG00000280927.1	lncRNA	+	2015
chr4	4488353	4488973	4488663	STX18-IT1	ENSG00000248221.1	lncRNA	-	6964
chr4	6855769	6856379	6856074	TBC1D14	ENSG00000132405.19	protein_coding	+	-53167
