chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr15	78844776	78845221	78844998	Cdc42ep1	ENSMUSG00000049521.2	protein_coding	+	2375
chr15	79228929	79229923	79229426	Gm49486	ENSMUSG00000116121.1	protein_coding	+	36
chr15	79774050	79774782	79774416	Dnal4	ENSMUSG00000022420.16	protein_coding	-	-3432
chr15	79833922	79834764	79834343	Npcd	ENSMUSG00000089837.9	protein_coding	-	107
chr15	80004533	80005251	80004892	Mir7213	ENSMUSG00000099222.1	miRNA	-	5867
chr15	80710526	80711378	80710952	Tnrc6b	ENSMUSG00000047888.10	protein_coding	+	-360
chr15	80798265	80798765	80798515	Gm49512	ENSMUSG00000116480.1	sense_intronic	+	86245
chr15	81693682	81694848	81694265	Chadl	ENSMUSG00000063765.12	protein_coding	-	-3021
chr15	86277345	86277730	86277537	Tbc1d22a	ENSMUSG00000051864.10	protein_coding	+	63079
chr15	93743810	93744662	93744236	Gm30339	ENSMUSG00000116237.1	lincRNA	+	9824
chr15	96286465	96287248	96286856	Arid2	ENSMUSG00000033237.19	protein_coding	+	-661
chr15	96287190	96288028	96287609	Arid2	ENSMUSG00000033237.19	protein_coding	+	92
chr15	96733925	96734872	96734398	Gm8888	ENSMUSG00000095638.2	processed_pseudogene	-	-32679
chr15	98092792	98093756	98093274	Gm26513	ENSMUSG00000097150.1	antisense	+	-8
chr15	98108237	98108978	98108607	Senp1	ENSMUSG00000033075.17	protein_coding	-	14864
chr15	98482620	98483326	98482973	Lalba	ENSMUSG00000022991.5	protein_coding	-	253
chr15	98762132	98762760	98762446	Arf3	ENSMUSG00000051853.10	protein_coding	-	-767
chr15	98805257	98805816	98805536	B130046B21Rik	ENSMUSG00000097414.2	antisense	+	-1487
chr15	98871244	98872709	98871976	Gm49437	ENSMUSG00000115980.1	TEC	-	-636
chr15	99088210	99088655	99088432	C1ql4	ENSMUSG00000001076.7	protein_coding	-	616
chr15	99314899	99315263	99315081	Fam186b	ENSMUSG00000078907.2	protein_coding	-	19194
chr15	99456939	99457390	99457164	Nckap5l	ENSMUSG00000023009.14	protein_coding	-	-583
chr15	99457337	99458272	99457804	Nckap5l	ENSMUSG00000023009.14	protein_coding	-	57
chr15	99670260	99670953	99670606	Asic1	ENSMUSG00000023017.10	protein_coding	+	239
chr15	99819625	99820337	99819981	Gm17057	ENSMUSG00000090500.1	antisense	+	962
chr15	102105423	102105828	102105625	Tns2	ENSMUSG00000037003.16	protein_coding	+	5213
chr15	102246139	102246655	102246397	Rarg	ENSMUSG00000001288.15	protein_coding	-	-11119
chr15	102257019	102257994	102257506	Rarg	ENSMUSG00000001288.15	protein_coding	-	-10
chr15	102315160	102315796	102315478	Gm49480	ENSMUSG00000116183.1	processed_pseudogene	-	6717
chr15	102377696	102378290	102377993	Gm23590	ENSMUSG00000088286.1	snRNA	+	4114
chr15	102405166	102407011	102406088	Sp1	ENSMUSG00000001280.13	protein_coding	+	-54
chr15	102671629	102672314	102671971	Mir688	ENSMUSG00000076009.1	miRNA	-	106
chr15	102987419	102987799	102987609	Hoxc8	ENSMUSG00000001657.7	protein_coding	+	-2997
chr15	102998865	102999890	102999377	Hoxc6	ENSMUSG00000001661.5	protein_coding	+	1121
chr15	103214875	103215631	103215253	Cbx5	ENSMUSG00000009575.14	protein_coding	-	-24562
chr15	103366235	103366991	103366613	Itga5	ENSMUSG00000000555.8	protein_coding	-	-149
chr16	4558499	4559269	4558884	Tfap4	ENSMUSG00000005718.8	protein_coding	-	-969
chr16	12040888	12041341	12041114	Shisa9	ENSMUSG00000022494.15	protein_coding	+	57002
chr16	13298896	13299455	13299175	Mrtfb	ENSMUSG00000009569.14	protein_coding	+	42695
chr16	17200697	17201725	17201211	Ube2l3	ENSMUSG00000038965.17	protein_coding	-	-1437
chr16	17208710	17209601	17209155	Rimbp3	ENSMUSG00000071636.8	protein_coding	+	553
chr16	17210013	17210498	17210255	Rimbp3	ENSMUSG00000071636.8	protein_coding	+	1653
chr16	20677967	20678490	20678228	Snord66	ENSMUSG00000077239.1	snoRNA	+	-6010
chr16	20695713	20696428	20696070	Fam131a	ENSMUSG00000050821.14	protein_coding	+	2830
chr16	22428849	22429520	22429184	Etv5	ENSMUSG00000013089.15	protein_coding	-	-10534
chr16	23107040	23107621	23107330	Eif4a2	ENSMUSG00000022884.16	protein_coding	+	-113
chr16	23107589	23108655	23108122	Eif4a2	ENSMUSG00000022884.16	protein_coding	+	679
chr16	23988442	23989182	23988812	Bcl6	ENSMUSG00000022508.5	protein_coding	-	-39
chr16	24347874	24348413	24348143	Gm41434	ENSMUSG00000116785.1	processed_pseudogene	-	-22088
chr16	29928111	29928767	29928439	Gm26569	ENSMUSG00000097313.2	processed_transcript	-	-18314
chr16	30821087	30821729	30821408	Gm26295	ENSMUSG00000095791.1	snRNA	+	7247
chr16	32202620	32203112	32202866	Bex6	ENSMUSG00000075269.5	protein_coding	+	23044
chr16	32246396	32247479	32246937	Fbxo45	ENSMUSG00000035764.5	protein_coding	-	-220
chr16	33380397	33381683	33381040	Zfp148	ENSMUSG00000022811.17	protein_coding	+	205
chr16	33676265	33676891	33676578	Heg1	ENSMUSG00000075254.12	protein_coding	+	-7791
chr16	34322560	34322938	34322749	Kalrn	ENSMUSG00000061751.16	protein_coding	-	-250782
chr16	35155517	35156248	35155882	Adcy5	ENSMUSG00000022840.9	protein_coding	+	1006
chr16	35630564	35631233	35630898	Gm5963	ENSMUSG00000052192.5	processed_pseudogene	-	57343
chr16	42907221	42907868	42907544	Gm19522	ENSMUSG00000116903.1	antisense	-	-4520
chr16	43363720	43364406	43364063	Gm9968	ENSMUSG00000055370.3	antisense	-	398
chr16	43394712	43395226	43394969	Gm15713	ENSMUSG00000085499.1	antisense	-	-25226
chr16	43409112	43409571	43409341	Gm15713	ENSMUSG00000085499.1	antisense	-	-10854
chr16	43464532	43465411	43464971	Gm15713	ENSMUSG00000085499.1	antisense	-	44776
chr16	45630380	45630713	45630546	Gm49585	ENSMUSG00000116593.1	processed_pseudogene	+	-11810
chr16	45767442	45768259	45767850	Abhd10	ENSMUSG00000033157.17	protein_coding	-	24896
chr16	45837629	45838444	45838036	Abhd10	ENSMUSG00000033157.17	protein_coding	-	95082
chr16	49951860	49952567	49952213	Cd47	ENSMUSG00000055447.19	protein_coding	+	151681
chr16	50010397	50011055	50010726	Gm8824	ENSMUSG00000098028.1	processed_pseudogene	+	-100346
chr16	50309396	50309823	50309609	Bbx	ENSMUSG00000022641.15	protein_coding	-	-122780
chr16	50363919	50364726	50364322	Bbx	ENSMUSG00000022641.15	protein_coding	-	-68067
chr16	50431342	50432740	50432041	Bbx	ENSMUSG00000022641.15	protein_coding	-	-348
chr16	55934353	55935093	55934723	Cep97	ENSMUSG00000022604.18	protein_coding	-	-131
chr16	57434459	57435072	57434765	Filip1l	ENSMUSG00000043336.14	protein_coding	+	81673
chr16	59567754	59568106	59567930	Crybg3	ENSMUSG00000022723.16	protein_coding	-	-33048
chr16	62846483	62847388	62846935	Arl13b	ENSMUSG00000022911.11	protein_coding	-	-104
chr16	76786434	76786830	76786632	Gm30790	ENSMUSG00000109333.1	lincRNA	-	7541
chr16	77173163	77173785	77173474	Mir99ahg	ENSMUSG00000090386.10	processed_transcript	+	-62842
chr16	77329076	77329745	77329410	Gm31258	ENSMUSG00000102289.1	TEC	-	23851
chr16	85800666	85801084	85800875	Adamts1	ENSMUSG00000022893.14	protein_coding	-	-2237
chr16	86454057	86454542	86454299	Gm32357	ENSMUSG00000116799.1	lincRNA	+	218129
chr16	87712991	87713362	87713176	Bach1	ENSMUSG00000025612.5	protein_coding	+	14232
chr16	90143486	90144461	90143973	Tiam1	ENSMUSG00000002489.16	protein_coding	-	205
chr16	90830390	90831515	90830952	Eva1c	ENSMUSG00000039903.18	protein_coding	+	4234
chr16	91621493	91622006	91621749	Dnajc28	ENSMUSG00000039763.10	protein_coding	-	2724
chr16	91647497	91648473	91647985	Son	ENSMUSG00000022961.18	protein_coding	+	480
chr16	92399913	92400514	92400213	Gm29805	ENSMUSG00000116693.1	lincRNA	-	17531
chr16	95844620	95845139	95844879	2810404F17Rik	ENSMUSG00000085329.1	lincRNA	-	36563
chr17	3454024	3454488	3454256	Gm7043	ENSMUSG00000115039.1	processed_pseudogene	-	-8075
chr17	7939655	7940012	7939833	Rsph3a	ENSMUSG00000073471.3	protein_coding	+	-5780
chr17	8800623	8802041	8801332	Gm15426	ENSMUSG00000083386.1	processed_pseudogene	-	35406
chr17	10745010	10745540	10745275	Gm16169	ENSMUSG00000089907.2	processed_transcript	+	-62558
chr17	23739905	23740835	23740370	Paqr4	ENSMUSG00000023909.4	protein_coding	-	-496
chr17	24469771	24470746	24470258	E4f1	ENSMUSG00000024137.9	protein_coding	-	-54
chr17	29549379	29550094	29549736	Tbc1d22b	ENSMUSG00000042203.8	protein_coding	+	-48
chr17	30365807	30366287	30366047	Gm6402	ENSMUSG00000117962.1	processed_pseudogene	-	-29985
chr17	32143096	32143672	32143384	Notch3	ENSMUSG00000038146.8	protein_coding	-	-23467
chr17	32166650	32167075	32166862	Notch3	ENSMUSG00000038146.8	protein_coding	-	11
chr17	32388516	32389760	32389138	Gm22201	ENSMUSG00000084600.1	miRNA	+	128
chr17	33817088	33818070	33817579	Rps28	ENSMUSG00000067288.13	protein_coding	-	-6982
chr17	33919310	33919998	33919654	Gm19412	ENSMUSG00000101438.2	antisense	-	-830
chr17	34632177	34632803	34632490	Prrt1	ENSMUSG00000015476.6	protein_coding	+	2958
chr17	35058759	35060102	35059430	Ddah2	ENSMUSG00000007039.12	protein_coding	+	396
chr17	35077726	35078333	35078029	Ly6g6d	ENSMUSG00000073413.9	protein_coding	-	-35
chr17	36947007	36947634	36947320	Rnf39	ENSMUSG00000036492.12	protein_coding	+	4403
chr17	43360115	43360779	43360447	Adgrf5	ENSMUSG00000056492.6	protein_coding	+	-3
chr17	43389249	43389730	43389489	Adgrf5	ENSMUSG00000056492.6	protein_coding	+	29039
chr17	45555431	45556344	45555887	Nfkbie	ENSMUSG00000023947.8	protein_coding	+	185
chr17	46552790	46553480	46553135	Mir6976	ENSMUSG00000106514.1	miRNA	-	-753
chr17	46704491	46705376	46704933	Ppp2r5d	ENSMUSG00000059409.9	protein_coding	-	-177
chr17	46890106	46891039	46890572	Tbcc	ENSMUSG00000036430.8	protein_coding	+	-111
chr17	47672339	47672852	47672595	Tomm6os	ENSMUSG00000084880.1	antisense	+	-15014
chr17	64600335	64601713	64601024	Man2a1	ENSMUSG00000024085.13	protein_coding	+	289
chr17	67629055	67629713	67629384	Gm36201	ENSMUSG00000117029.1	lincRNA	-	53
chr17	68841026	68842055	68841540	Gm49949	ENSMUSG00000117093.1	TEC	+	-2484
chr17	69439150	69439572	69439361	Akain1	ENSMUSG00000091636.2	protein_coding	+	36
chr17	69968931	69969574	69969252	Dlgap1	ENSMUSG00000003279.17	protein_coding	+	180
chr17	78199645	78201084	78200364	Crim1	ENSMUSG00000024074.8	protein_coding	+	117
chr17	79051996	79052882	79052439	Qpct	ENSMUSG00000024084.8	protein_coding	+	534
chr17	79355621	79356574	79356097	Cdc42ep3	ENSMUSG00000036533.9	protein_coding	-	1007
chr17	80434455	80434874	80434664	Sos1	ENSMUSG00000024241.7	protein_coding	-	-45788
chr17	82877153	82877701	82877427	Gm4601	ENSMUSG00000117472.1	processed_pseudogene	+	-78568
chr17	83295626	83296342	83295984	Rpl21-ps7	ENSMUSG00000094256.2	processed_pseudogene	+	7439
chr17	85189527	85189960	85189743	Camkmt	ENSMUSG00000071037.6	protein_coding	+	99192
chr17	86166392	86166974	86166683	Prkce	ENSMUSG00000045038.14	protein_coding	+	-1101
chr17	86499640	86500077	86499858	Gm10309	ENSMUSG00000071036.2	protein_coding	-	-5373
chr17	86903603	86904005	86903804	Tmem247	ENSMUSG00000037689.6	protein_coding	+	-13543
chr17	86962811	86963633	86963222	Rhoq	ENSMUSG00000024143.15	protein_coding	+	141
chr17	87102564	87103011	87102787	Socs5	ENSMUSG00000037104.9	protein_coding	+	-4891
chr17	88462666	88463193	88462929	Foxn2	ENSMUSG00000034998.18	protein_coding	+	22219
chr17	88636548	88637084	88636816	Gm50056	ENSMUSG00000117567.1	lincRNA	-	-27948
chr18	9213142	9213807	9213474	Fzd8	ENSMUSG00000036904.6	protein_coding	+	1312
chr18	13527190	13527596	13527393	AC103362.1	ENSMUSG00000117608.1	lincRNA	-	-74006
chr18	13972246	13973113	13972679	Zfp521	ENSMUSG00000024420.9	protein_coding	-	-107
chr18	15062639	15063403	15063021	Mrpl27-ps	ENSMUSG00000071867.5	processed_pseudogene	+	51776
chr18	25694016	25694675	25694345	0710001A04Rik	ENSMUSG00000114511.1	antisense	+	-19424
chr18	25883356	25883866	25883611	Gm50304	ENSMUSG00000117410.1	lincRNA	+	44535
chr18	34758548	34759861	34759204	Fam53c	ENSMUSG00000034300.17	protein_coding	+	299
chr18	34776576	34777931	34777253	Kdm3b	ENSMUSG00000038773.11	protein_coding	+	207
chr18	34860326	34861553	34860939	Egr1	ENSMUSG00000038418.7	protein_coding	+	1117
chr18	34931351	34932582	34931966	Etf1	ENSMUSG00000024360.8	protein_coding	-	-40
chr18	35654845	35655458	35655151	Prob1	ENSMUSG00000073600.5	protein_coding	-	-86
chr18	35815458	35815932	35815695	Cxxc5	ENSMUSG00000046668.9	protein_coding	+	-13701
chr18	35887514	35888692	35888103	Gm36315	ENSMUSG00000118358.1	lincRNA	-	-2233
chr18	35889557	35890060	35889808	Gm36315	ENSMUSG00000118358.1	lincRNA	-	-528
chr18	35894707	35895268	35894987	Gm36315	ENSMUSG00000118358.1	lincRNA	-	4651
chr18	35918803	35919514	35919158	Gm50405	ENSMUSG00000118122.1	lincRNA	+	-4136
chr18	36286133	36287920	36287026	Pura	ENSMUSG00000043991.5	protein_coding	+	5930
chr18	36559359	36560980	36560169	Ankhd1	ENSMUSG00000024483.19	protein_coding	+	183
chr18	36793593	36794117	36793855	Zmat2	ENSMUSG00000001383.9	protein_coding	+	-20
chr18	37805944	37807432	37806688	Pcdhgc3	ENSMUSG00000102918.1	protein_coding	+	325
chr18	37883396	37883889	37883642	Mir6979	ENSMUSG00000098706.1	miRNA	-	28983
chr18	37954516	37955261	37954888	Hdac3	ENSMUSG00000024454.16	protein_coding	-	-127
chr18	38252767	38253364	38253065	1700086O06Rik	ENSMUSG00000097080.8	lincRNA	-	2501
chr18	38590180	38590700	38590440	Gm27369	ENSMUSG00000099111.1	misc_RNA	+	-3717
chr18	38600683	38601925	38601304	Spry4	ENSMUSG00000024427.7	protein_coding	-	-110
chr18	38754363	38755002	38754682	Gm8302	ENSMUSG00000081773.1	processed_pseudogene	-	-17664
chr18	39004423	39004886	39004654	Gm15334	ENSMUSG00000086991.1	antisense	-	10463
chr18	47368634	47369262	47368948	Sema6a	ENSMUSG00000019647.16	protein_coding	-	79
chr18	52753719	52754345	52754032	Sncaip	ENSMUSG00000024534.15	protein_coding	+	-13676
chr18	54852880	54853465	54853172	Gm50366	ENSMUSG00000118063.1	processed_pseudogene	+	-14927
chr18	54992419	54992864	54992641	Zfp608	ENSMUSG00000052713.9	protein_coding	-	87
chr18	55133615	55134542	55134078	Gm34073	ENSMUSG00000104521.1	TEC	+	-9495
chr18	55763713	55764131	55763922	Gm26959	ENSMUSG00000098119.1	processed_pseudogene	-	17695
chr18	56708747	56709253	56709000	Lmnb1	ENSMUSG00000024590.8	protein_coding	+	1188
chr18	61398520	61399313	61398916	Mir378a	ENSMUSG00000105200.1	miRNA	-	1017
chr18	61400208	61400777	61400492	Ppargc1b	ENSMUSG00000033871.14	protein_coding	-	62
chr18	61554701	61555798	61555249	Csnk1a1	ENSMUSG00000024576.14	protein_coding	+	-24
chr18	62046836	62047509	62047172	Sh3tc2	ENSMUSG00000045629.8	protein_coding	+	94098
chr18	63864238	63864637	63864437	Gm19076	ENSMUSG00000118258.1	processed_pseudogene	-	-34593
chr18	64342669	64343077	64342873	Onecut2	ENSMUSG00000045991.19	protein_coding	+	2854
chr18	65686952	65687568	65687260	Oacyl	ENSMUSG00000046610.15	protein_coding	+	-11007
chr18	65799909	65800897	65800403	Sec11c	ENSMUSG00000024516.13	protein_coding	+	-111
chr18	68157109	68158020	68157564	Gm18149	ENSMUSG00000118306.1	processed_pseudogene	-	-11402
chr18	68794079	68795092	68794585	Gm50260	ENSMUSG00000118102.1	lincRNA	-	-10772
chr18	68831480	68832454	68831967	Gm50260	ENSMUSG00000118102.1	lincRNA	-	26610
chr18	68943701	68944446	68944073	4930546C10Rik	ENSMUSG00000024546.6	lincRNA	-	-7454
chr18	69521283	69521978	69521630	Gm24845	ENSMUSG00000088659.1	rRNA	+	-30332
chr18	69660333	69660892	69660612	Gm24845	ENSMUSG00000088659.1	rRNA	+	108650
chr18	70652124	70652736	70652430	Gm8934	ENSMUSG00000117810.1	processed_pseudogene	-	4394
chr18	75456698	75457151	75456924	Gm10532	ENSMUSG00000097712.1	antisense	+	-57720
chr18	75697274	75697994	75697634	Ctif	ENSMUSG00000052928.9	protein_coding	-	81
chr18	80295495	80296443	80295969	Gm37015	ENSMUSG00000102959.1	TEC	-	-7710
chr18	82855396	82856058	82855727	4930445N18Rik	ENSMUSG00000097738.2	lincRNA	+	-166
chr18	82910445	82911174	82910809	Zfp516	ENSMUSG00000058881.13	protein_coding	+	147
chr18	82913066	82913544	82913305	Zfp516	ENSMUSG00000058881.13	protein_coding	+	2643
chr18	84799337	84799652	84799494	Gm22819	ENSMUSG00000088070.1	misc_RNA	+	-22507
chr19	4099764	4100522	4100143	Pitpnm1	ENSMUSG00000024851.14	protein_coding	+	146
chr19	4220832	4221295	4221063	Gm26115	ENSMUSG00000093346.1	miRNA	-	5576
chr19	4222102	4222768	4222435	Gm26115	ENSMUSG00000093346.1	miRNA	-	6948
chr19	4302216	4302673	4302444	Grk2	ENSMUSG00000024858.14	protein_coding	-	-3777
chr19	4509832	4510863	4510347	Pcx	ENSMUSG00000024892.17	protein_coding	+	-124
chr19	4810769	4812093	4811431	Gm21992	ENSMUSG00000096370.8	protein_coding	-	-180
chr19	4878286	4879041	4878663	Zdhhc24	ENSMUSG00000006463.13	protein_coding	+	-4
chr19	5094138	5094682	5094410	Cnih2	ENSMUSG00000024873.7	protein_coding	-	-4110
chr19	5098337	5098768	5098552	Cnih2	ENSMUSG00000024873.7	protein_coding	-	32
chr19	5106531	5107330	5106930	Rab1b	ENSMUSG00000024870.6	protein_coding	-	-141
chr19	5456113	5456665	5456389	Ccdc85b	ENSMUSG00000095098.2	protein_coding	-	-1504
chr19	5457037	5458086	5457561	Ccdc85b	ENSMUSG00000095098.2	protein_coding	-	-332
chr19	5609346	5610493	5609919	Kat5	ENSMUSG00000024926.10	protein_coding	-	-317
chr19	5660745	5661842	5661293	Sipa1	ENSMUSG00000056917.13	protein_coding	-	-2413
chr19	5689469	5690161	5689815	Gm50315	ENSMUSG00000118077.1	antisense	-	-194
chr19	6241310	6242167	6241738	Atg2a	ENSMUSG00000024773.15	protein_coding	+	71
chr19	6979335	6980819	6980077	Fkbp2	ENSMUSG00000056629.16	protein_coding	-	-423
chr19	7267107	7267598	7267352	Rcor2	ENSMUSG00000024968.14	protein_coding	+	28
chr19	7267680	7269048	7268364	Rcor2	ENSMUSG00000024968.14	protein_coding	+	1040
chr19	7340863	7342148	7341505	Mark2	ENSMUSG00000024969.15	protein_coding	-	-354
chr19	8818896	8820917	8819906	Hnrnpul2	ENSMUSG00000071659.4	protein_coding	+	-103
chr19	8897812	8898533	8898172	Ganab	ENSMUSG00000071650.6	protein_coding	+	102
chr19	8928636	8930161	8929398	Rom1	ENSMUSG00000071648.4	protein_coding	-	43
chr19	8988951	8989614	8989282	Ahnak	ENSMUSG00000069833.13	protein_coding	+	-1
chr19	10304390	10305317	10304853	Dagla	ENSMUSG00000035735.10	protein_coding	-	-23
chr19	10456715	10457893	10457304	Lrrc10b	ENSMUSG00000090291.3	protein_coding	-	-168
chr19	10940292	10940728	10940510	Ptgdr2	ENSMUSG00000034117.3	protein_coding	+	3351
chr19	15801827	15802398	15802112	Gm50348	ENSMUSG00000117995.1	lincRNA	+	-945
chr19	17650559	17651211	17650885	Gm17819	ENSMUSG00000118270.1	processed_pseudogene	+	-41877
chr19	17836954	17837907	17837430	Pcsk5	ENSMUSG00000024713.16	protein_coding	-	-201
chr19	18420211	18420745	18420478	Gm50183	ENSMUSG00000118192.1	processed_pseudogene	+	-59597
chr19	19111058	19111718	19111388	Rorb	ENSMUSG00000036192.15	protein_coding	-	193
chr19	21174617	21175132	21174874	Gm50236	ENSMUSG00000118090.1	lincRNA	+	-33602
chr19	21784263	21784718	21784490	Cemip2	ENSMUSG00000024754.13	protein_coding	+	6149
chr19	21814387	21814783	21814585	Gm50130	ENSMUSG00000118021.1	antisense	-	-19170
chr19	22916398	22917428	22916913	Gm50136	ENSMUSG00000118155.1	lincRNA	+	-144540
chr19	23140584	23141702	23141143	Klf9	ENSMUSG00000033863.2	protein_coding	+	-82
chr19	26604540	26605347	26604943	Smarca2	ENSMUSG00000024921.17	protein_coding	+	-106
chr19	26612997	26613381	26613189	Smarca2	ENSMUSG00000024921.17	protein_coding	+	8140
chr19	27218537	27219308	27218922	Vldlr	ENSMUSG00000024924.14	protein_coding	+	2439
chr19	28963678	28964640	28964159	Plpp6	ENSMUSG00000040105.3	protein_coding	+	207
chr19	29499031	29499509	29499270	Ric1	ENSMUSG00000038658.15	protein_coding	+	-23011
chr19	31972053	31972422	31972237	9130016M20Rik	ENSMUSG00000118366.1	lincRNA	+	22154
chr19	36833970	36834984	36834477	Tnks2	ENSMUSG00000024811.11	protein_coding	+	246
chr19	37173916	37175026	37174471	A330032B11Rik	ENSMUSG00000097591.1	antisense	+	629
chr19	37177923	37178222	37178072	Gm23918	ENSMUSG00000092994.1	rRNA	+	-1113
chr19	40894338	40895567	40894952	Zfp518a	ENSMUSG00000049164.7	protein_coding	+	248
chr19	44900259	44900844	44900551	Slf2	ENSMUSG00000036097.8	protein_coding	+	-30599
chr19	45363311	45364451	45363881	Btrc	ENSMUSG00000025217.15	protein_coding	+	148
chr19	45782550	45784082	45783316	Oga	ENSMUSG00000025220.8	protein_coding	-	-520
chr19	46056054	46057451	46056752	Ldb1	ENSMUSG00000025223.15	protein_coding	-	11539
chr19	46148127	46148741	46148434	Pitx3	ENSMUSG00000025229.15	protein_coding	-	109
chr19	46152082	46152857	46152469	Gbf1	ENSMUSG00000025224.16	protein_coding	+	-39
chr19	46329943	46330427	46330185	Fbxl15	ENSMUSG00000025226.11	protein_coding	+	2002
chr19	46356653	46357437	46357045	Gm24610	ENSMUSG00000065204.1	snoRNA	+	-1990
chr19	46394981	46395966	46395473	Actr1a	ENSMUSG00000025228.5	protein_coding	-	-274
chr19	46502070	46502441	46502255	Trim8	ENSMUSG00000025034.9	protein_coding	+	554
chr19	46503384	46504329	46503856	Trim8	ENSMUSG00000025034.9	protein_coding	+	2155
chr19	53181382	53181918	53181650	Gm24724	ENSMUSG00000088855.1	snRNA	-	21788
chr19	53310263	53310805	53310534	Mxi1	ENSMUSG00000025025.14	protein_coding	+	17
chr19	53314056	53314561	53314308	Mxi1	ENSMUSG00000025025.14	protein_coding	+	3791
chr19	55315697	55316765	55316231	Vti1a	ENSMUSG00000024983.10	protein_coding	+	-63
chr19	56760380	56760931	56760655	Gm6990	ENSMUSG00000067063.1	processed_pseudogene	-	5310
chr19	60467092	60467572	60467332	Prlhr	ENSMUSG00000045052.3	protein_coding	-	-971
chr2	3668495	3669150	3668822	Gm13183	ENSMUSG00000080703.2	processed_pseudogene	-	-11767
chr2	4421702	4422155	4421928	Gm23691	ENSMUSG00000075826.1	snRNA	-	40862
chr2	5950851	5952092	5951471	Upf2	ENSMUSG00000043241.14	protein_coding	+	3
chr2	10047742	10048922	10048332	Taf3	ENSMUSG00000025782.12	protein_coding	-	-263
chr2	11333234	11333755	11333494	Gm37851	ENSMUSG00000102894.1	TEC	+	670
chr2	12033347	12034161	12033754	Gm13310	ENSMUSG00000080801.2	processed_pseudogene	-	-50237
chr2	12060201	12060759	12060480	Gm13310	ENSMUSG00000080801.2	processed_pseudogene	-	-23511
chr2	14543250	14543814	14543532	Gm13266	ENSMUSG00000084901.6	processed_transcript	+	30942
chr2	18046700	18048216	18047458	Skida1	ENSMUSG00000054074.9	protein_coding	-	-1592
chr2	25180423	25181497	25180960	Nrarp	ENSMUSG00000078202.3	protein_coding	+	203
chr2	29252132	29252802	29252467	Ntng2	ENSMUSG00000035513.19	protein_coding	-	-537
chr2	29252754	29253913	29253333	6530402F18Rik	ENSMUSG00000079499.9	processed_transcript	-	328
chr2	29346536	29347309	29346922	Med27	ENSMUSG00000026799.15	protein_coding	+	104
chr2	30471855	30472565	30472210	Ier5l	ENSMUSG00000089762.3	protein_coding	-	-2008
chr2	30473847	30474497	30474172	Ier5l	ENSMUSG00000089762.3	protein_coding	-	-46
chr2	32312083	32312994	32312538	Gm23363	ENSMUSG00000092765.3	miRNA	+	-5726
chr2	32451811	32452426	32452118	Slc25a25	ENSMUSG00000026819.15	protein_coding	-	674
chr2	32583372	32583828	32583600	St6galnac4	ENSMUSG00000079442.12	protein_coding	+	-3494
chr2	32712009	32712608	32712308	Mir2861	ENSMUSG00000093280.1	miRNA	-	-579
chr2	34371670	34373452	34372561	Pbx3	ENSMUSG00000038718.15	protein_coding	-	-580
chr2	34527085	34527553	34527319	Gm13408	ENSMUSG00000081992.1	processed_pseudogene	+	-37679
chr2	34913065	34913641	34913353	Gm13448	ENSMUSG00000086001.1	processed_transcript	+	483
chr2	34970181	34970819	34970500	Gm13450	ENSMUSG00000083533.2	processed_pseudogene	-	5597
chr2	35720082	35720869	35720475	Gm43760	ENSMUSG00000107106.1	TEC	-	-45403
chr2	37351522	37352189	37351855	Pdcl	ENSMUSG00000009030.14	protein_coding	-	-7476
chr2	37702718	37704012	37703365	Strbp	ENSMUSG00000026915.16	protein_coding	-	-493
chr2	38350695	38351248	38350971	Gm27197	ENSMUSG00000098383.1	antisense	-	2656
chr2	38823869	38824522	38824195	Nr6a1os	ENSMUSG00000085201.1	antisense	+	939
chr2	43806386	43806768	43806577	Arhgap15	ENSMUSG00000049744.15	protein_coding	+	57754
chr2	43902601	43902959	43902780	Arhgap15	ENSMUSG00000049744.15	protein_coding	+	153957
chr2	45049204	45049687	45049445	Mir5129	ENSMUSG00000092679.1	miRNA	-	26269
chr2	46442961	46444282	46443621	Gm13470	ENSMUSG00000086644.1	lincRNA	-	912
chr2	48332686	48333320	48333003	Gm13482	ENSMUSG00000083966.1	processed_pseudogene	+	34096
chr2	48456041	48456677	48456359	Gm13481	ENSMUSG00000086353.1	lincRNA	-	-885
chr2	50704276	50704796	50704536	Gm13484	ENSMUSG00000082846.1	processed_pseudogene	-	46470
chr2	51148927	51149428	51149177	Rnd3	ENSMUSG00000017144.8	protein_coding	-	67
chr2	51305131	51305934	51305532	Gm13499	ENSMUSG00000086523.1	lincRNA	-	-59966
chr2	59286187	59286821	59286504	5330411J11Rik	ENSMUSG00000087455.7	processed_transcript	-	-100966
chr2	59612829	59613393	59613111	Tanc1	ENSMUSG00000035168.16	protein_coding	+	1070
chr2	60036942	60037338	60037140	Gm13572	ENSMUSG00000085975.1	lincRNA	+	0
chr2	60961977	60963468	60962722	Rbms1	ENSMUSG00000026970.16	protein_coding	-	-469
chr2	69722569	69723746	69723157	Ppig	ENSMUSG00000042133.16	protein_coding	+	613
chr2	71529431	71529936	71529683	Dlx1	ENSMUSG00000041911.3	protein_coding	+	1571
chr2	71594497	71594914	71594705	Dlx2	ENSMUSG00000023391.8	protein_coding	-	47952
